title;year;volume;issue;journal;language;family;subgroup;mono_multilingual;topic;country;region;continent;coder;inclusion
Young children’s polyadic conversation monitoring skills;1988;8;24;FL;English;Indo-European;English;NR;Non-verbal communication;United Kingdom;northerneurope;Europe;MK;included
Young children’s polyadic conversation monitoring skills;1988;8;24;FL;English;Indo-European;English;NR;Pragmatics and Discourse;United Kingdom;northerneurope;Europe;MK;included
Young children’s sensitivity to direct and indirect request structure;1988;8;24;FL;English;Indo-European;English;mono (NR);Morphosyntax;United States;northamerica;North America;MK;included
Young children’s sensitivity to direct and indirect request structure;1988;8;24;FL;English;Indo-European;English;mono (NR);Pragmatics and Discourse;United States;northamerica;North America;MK;included
Encounters with Japanese verbs: caregiver sentences and the categorization of transitive and intransitive action verbs*;1989;9;25;FL;Japanese;Japonic;non-Indo-European;mono;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Encounters with Japanese verbs: caregiver sentences and the categorization of transitive and intransitive action verbs*;1989;9;25;FL;Japanese;Japonic;non-Indo-European;mono;Morphosyntax;United States;northamerica;North America;MK;included
The social context of early sign language development;1989;9;25;FL;British Sign Language;Signed;non-Indo-European;mono;Vocabulary and Semantics;United Kingdom;northerneurope;Europe;MK;included
The social context of early sign language development;1989;9;25;FL;British Sign Language;Signed;non-Indo-European;mono;Pragmatics and Discourse;United Kingdom;northerneurope;Europe;MK;included
A natural logic of speech and speech-like acts with *developmental implications;1989;9;26;FL;English;Indo-European;English;NR;Morphosyntax;United States;northamerica;North America;MK;included
A natural logic of speech and speech-like acts with *developmental implications;1989;9;26;FL;English;Indo-European;English;NR;Pragmatics and Discourse;United States;northamerica;North America;MK;included
A natural logic of speech and speech-like acts with *developmental implications;1989;9;26;FL;English;Indo-European;English;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
A quantitative analysis of reduplicated and variegated babbling;1989;9;26;FL;English;Indo-European;English;NR;Phonology;United States;northamerica;North America;MK;included
Forms and functions of vocal matching in interactions between mothers and their precanonical infants;1989;9;26;FL;German;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Germany;westerneurope;Europe;MK;included
Forms and functions of vocal matching in interactions between mothers and their precanonical infants;1989;9;26;FL;German;Indo-European;other Indo-European;NR;Phonology;Germany;westerneurope;Europe;MK;included
Prelinguistic phonetic contingency: data from Down syndrome;1989;9;26;FL;English;Indo-European;English;NR;Pragmatics and Discourse;United States;northamerica;North America;MK;included
Prelinguistic phonetic contingency: data from Down syndrome;1989;9;26;FL;English;Indo-European;English;NR;Phonology;United States;northamerica;North America;MK;included
Prelinguistic phonetic contingency: data from Down syndrome;1989;9;26;FL;English;Indo-European;English;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Prespeech and early speech development of two late talkers;1989;9;26;FL;English;Indo-European;English;mono;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Prespeech and early speech development of two late talkers;1989;9;26;FL;English;Indo-European;English;mono;Phonology;United States;northamerica;North America;MK;included
Prespeech and early speech development of two late talkers;1989;9;26;FL;English;Indo-European;English;mono;Morphosyntax;United States;northamerica;North America;MK;included
Temporal patterning of cry and non-cry sounds in the first eight months of life;1989;9;26;FL;English;Indo-European;English;NR;Phonology;United States;northamerica;North America;MK;included
Children’s meta-pragmatic abilities and the identification of polite and impolite requests;1989;9;27;FL;Italian;Indo-European;other Indo-European;NR;Pragmatics and Discourse;Italy;southerneurope;Europe;MK;included
Joint action intervention and child language skills: a research note;1989;9;27;FL;English;Indo-European;English;NR;Vocabulary and Semantics;Canada;northamerica;North America;MK;included
Joint action intervention and child language skills: a research note;1989;9;27;FL;English;Indo-European;English;NR;Pragmatics and Discourse;Canada;northamerica;North America;MK;included
Learning to use compounds for contrast: data from Hebrew;1989;9;27;FL;Hebrew;Afro-Asiatic;non-Indo-European;mono;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Learning to use compounds for contrast: data from Hebrew;1989;9;27;FL;Hebrew;Afro-Asiatic;non-Indo-European;mono;Vocabulary and Semantics;Israel;westernasia;Others;MK;included
Learning to use compounds for contrast: data from Hebrew;1989;9;27;FL;Hebrew;Afro-Asiatic;non-Indo-European;mono;Morphosyntax;United States;northamerica;North America;MK;included
Learning to use compounds for contrast: data from Hebrew;1989;9;27;FL;Hebrew;Afro-Asiatic;non-Indo-European;mono;Morphosyntax;Israel;westernasia;Others;MK;included
Proper name usage: mother-child interactions with language-impaired and non-language-impaired children;1989;9;27;FL;English;Indo-European;English;mono;Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Proper name usage: mother-child interactions with language-impaired and non-language-impaired children;1989;9;27;FL;English;Indo-European;English;mono;Morphosyntax;United States;northamerica;North America;MK;included
Proper name usage: mother-child interactions with language-impaired and non-language-impaired children;1989;9;27;FL;English;Indo-European;English;mono;Pragmatics and Discourse;United Kingdom;northerneurope;Europe;MK;included
Proper name usage: mother-child interactions with language-impaired and non-language-impaired children;1989;9;27;FL;English;Indo-European;English;mono;Pragmatics and Discourse;United States;northamerica;North America;MK;included
Children’s pragmatic judgements of direct and indirect requests;1990;10;28;FL;English;Indo-European;English;mono (NR);Pragmatics and Discourse;Australia;australia_and_new_zealand;Others;MK;included
Language characteristics of a linguistically precocious child;1990;10;28;FL;English;Indo-European;English;NR;Pragmatics and Discourse;United States;northamerica;North America;MK;included
Language characteristics of a linguistically precocious child;1990;10;28;FL;English;Indo-European;English;NR;Morphosyntax;United States;northamerica;North America;MK;included
Language characteristics of a linguistically precocious child;1990;10;28;FL;English;Indo-European;English;NR;Language and Cognition;United States;northamerica;North America;MK;included
Maternal control over conversations with hearing and deaf infants and young children;1990;10;28;FL;English;Indo-European;English;NR;Pragmatics and Discourse;United Kingdom;northerneurope;Europe;MK;included
Maternal control over conversations with hearing and deaf infants and young children;1990;10;28;FL;English;Indo-European;English;NR;Pragmatics and Discourse;Australia;australia_and_new_zealand;Others;MK;included
The acoustical analysis of children’s use of prosody in assertive and directive contexts;1990;10;28;FL;English;Indo-European;English;NR;Pragmatics and Discourse;Canada;northamerica;North America;MK;included
The acoustical analysis of children’s use of prosody in assertive and directive contexts;1990;10;28;FL;English;Indo-European;English;NR;Phonology;Canada;northamerica;North America;MK;included
Children’s narrative acquisition: a study of some aspects of reference and anaphora*;1990;10;29;FL;English;Indo-European;English;mono;Pragmatics and Discourse;Australia;australia_and_new_zealand;Others;MK;included
Children’s narrative acquisition: a study of some aspects of reference and anaphora*;1990;10;29;FL;English;Indo-European;English;mono;Pragmatics and Discourse;Australia;australia_and_new_zealand;Others;MK;included
Children’s narrative acquisition: a study of some aspects of reference and anaphora*;1990;10;29;FL;English;Indo-European;English;mono;Morphosyntax;Australia;australia_and_new_zealand;Others;MK;included
Language-particular or language-independent factors in acquisition? Children’s comprehension of object pronouns in Dutch, French and German;1990;10;29;FL;Dutch;Indo-European;other Indo-European;NR;Vocabulary and Semantics;Germany;westerneurope;Europe;MK;included
Language-particular or language-independent factors in acquisition? Children’s comprehension of object pronouns in Dutch, French and German;1990;10;29;FL;Dutch;Indo-European;other Indo-European;NR;Vocabulary and Semantics;Netherlands;westerneurope;Europe;MK;included
Language-particular or language-independent factors in acquisition? Children’s comprehension of object pronouns in Dutch, French and German;1990;10;29;FL;Dutch;Indo-European;other Indo-European;NR;Vocabulary and Semantics;France;westerneurope;Europe;MK;included
Language-particular or language-independent factors in acquisition? Children’s comprehension of object pronouns in Dutch, French and German;1990;10;29;FL;French;Indo-European;other Indo-European;NR;Morphosyntax;Germany;westerneurope;Europe;MK;included
Language-particular or language-independent factors in acquisition? Children’s comprehension of object pronouns in Dutch, French and German;1990;10;29;FL;French;Indo-European;other Indo-European;NR;Morphosyntax;Netherlands;westerneurope;Europe;MK;included
